Branch,Division,Group,Item,Qty,Total_Amount,branch_total_sales,unit_price,item_sales_share_in_branch,item_rank_in_branch,is_top10_item_in_branch,group_total_sales,group_rank_in_branch,is_top3_group_in_branch,group_sales_share_in_branch
Conut - Tyre,Hot-Coffee Based,OPTIONS ICE CREAM,ICE CREAM ON THE SIDE,195.0,0.0,5505805539.98,0.0,0.0,113.0,0,0.0,24.0,0,0.0
Conut - Tyre,Bev Add-ons,Bev Add-ons,"CARAMEL  SAUCE,",2.0,180108.1,5505805539.98,90054.05,3.2712397612330906e-05,105.0,0,450270.26,20.0,0,8.178099584709192e-05
Conut - Tyre,Bev Add-ons,Bev Add-ons,VANILLA SYRUP,3.0,270162.16,5505805539.98,90054.05333333333,4.9068598234761e-05,100.0,0,450270.26,20.0,0,8.178099584709192e-05
Conut - Tyre,Frappes,Frappes,MOCHA FRAPPE,14.0,7508918.82,5505805539.98,536351.3442857143,0.0013638183850618,43.0,0,55070702.01,5.0,0,0.0100022969591112
Conut - Tyre,Frappes,Frappes,CARAMEL MOCHA FRAPPE,10.0,5363513.44,5505805539.98,536351.344,0.0009741559888109,49.0,0,55070702.01,5.0,0,0.0100022969591112
Conut - Tyre,Frappes,Frappes,HAZELNUT MOCHA FRAPPE,3.0,1609054.03,5505805539.98,536351.3433333334,0.00029224679628,72.0,0,55070702.01,5.0,0,0.0100022969591112
Conut - Tyre,Frappes,Frappes,CARAMEL FRAPPE,51.0,27353918.55,5505805539.98,536351.344117647,0.0049681955440255,30.0,0,55070702.01,5.0,0,0.0100022969591112
Conut - Tyre,Frappes,Frappes,VANILLA FRAPPE,2.0,1072702.69,5505805539.98,536351.345,0.0001948311981254,79.0,0,55070702.01,5.0,0,0.0100022969591112
Conut - Tyre,Frappes,Frappes,WHITE MOCHA FRAPPE,5.0,2681756.72,5505805539.98,536351.344,0.0004870779944054,60.0,0,55070702.01,5.0,0,0.0100022969591112
Conut - Tyre,Frappes,Frappes,HAZELNUT FRAPPE,2.0,1072702.69,5505805539.98,536351.345,0.0001948311981254,79.0,0,55070702.01,5.0,0,0.0100022969591112
Conut - Tyre,Frappes,Frappes,MATCHA FRAPPE,3.0,1879216.23,5505805539.98,626405.41,0.0003413154017798,67.0,0,55070702.01,5.0,0,0.0100022969591112
Conut - Tyre,Frappes,Frappes,SALTED CARAMEL FRAPPE,2.0,1072702.69,5505805539.98,536351.345,0.0001948311981254,79.0,0,55070702.01,5.0,0,0.0100022969591112
Conut - Tyre,Frappes,Frappes,ESPRESSO FRAPPE,5.0,2238108.08,5505805539.98,447621.616,0.0004064996599949,64.0,0,55070702.01,5.0,0,0.0100022969591112
Conut - Tyre,Frappes,Frappes,TOFFEE NUT FRAPPE,6.0,3218108.07,5505805539.98,536351.345,0.0005844935943763,55.0,0,55070702.01,5.0,0,0.0100022969591112
Conut - Tyre,Shakes,Shakes,VANILLA MILKSHAKE,18.0,9654324.2,5505805539.98,536351.3444444444,0.0017534807813127,39.0,0,54171486.62,6.0,0,0.0098389756460953
Conut - Tyre,Shakes,Shakes,OREO MILKSHAKE,28.0,20023783.93,5505805539.98,715135.1403571429,0.0036368491012983,31.0,0,54171486.62,6.0,0,0.0098389756460953
Conut - Tyre,Shakes,Shakes,STRAWBERRY MILKSHAKE,12.0,8581621.68,5505805539.98,715135.14,0.0015586496140637,41.0,0,54171486.62,6.0,0,0.0098389756460953
Conut - Tyre,Shakes,Shakes,MATCHA MILKSHAKE,2.0,1787837.84,5505805539.98,893918.92,0.0003247186677803,69.0,0,54171486.62,6.0,0,0.0098389756460953
Conut - Tyre,Shakes,Shakes,SALTED CARAMEL MILKSHAKE,4.0,3098918.94,5505805539.98,774729.735,0.0005628456939674,56.0,0,54171486.62,6.0,0,0.0098389756460953
Conut - Tyre,Shakes,Shakes,PISTACHIO MILKSHAKE,8.0,7151351.37,5505805539.98,893918.92125,0.0012988746729376,44.0,0,54171486.62,6.0,0,0.0098389756460953
Conut - Tyre,Shakes,Shakes,GRANOLA BERRIES MILKSHAKE,1.0,774729.73,5505805539.98,774729.73,0.0001407114225837,83.0,0,54171486.62,6.0,0,0.0098389756460953
Conut - Tyre,Shakes,Shakes,DOUBLE CHOCOLATE MILKSHAKE,2.0,1549459.47,5505805539.98,774729.735,0.0002814228469837,73.0,0,54171486.62,6.0,0,0.0098389756460953
Conut - Tyre,Shakes,Shakes,FRUIT LOOPS MILKSHAKE,1.0,774729.73,5505805539.98,774729.73,0.0001407114225837,83.0,0,54171486.62,6.0,0,0.0098389756460953
Conut - Tyre,Shakes,Shakes,TOFFEE NUT MILKSHAKE,1.0,774729.73,5505805539.98,774729.73,0.0001407114225837,83.0,0,54171486.62,6.0,0,0.0098389756460953
Conut - Tyre,Hot and Cold Drinks,Hot and Cold Drinks,WATER,473.0,37584321.76,5505805539.98,79459.45403805496,0.0068263075197778,26.0,0,45748781.12,7.0,0,0.0083091894161169
Conut - Tyre,Hot and Cold Drinks,Hot and Cold Drinks,BALKIS LEMONADE,1.0,238378.38,5505805539.98,238378.38,4.329582261288253e-05,102.0,0,45748781.12,7.0,0,0.0083091894161169
Conut - Tyre,Hot and Cold Drinks,Hot and Cold Drinks,MANGO PASSION,10.0,4171621.57,5505805539.98,417162.157,0.0007576768811953,51.0,0,45748781.12,7.0,0,0.0083091894161169
Conut - Tyre,Hot and Cold Drinks,Hot and Cold Drinks,MELON PASSION,3.0,1251486.47,5505805539.98,417162.1566666667,0.0002273030641769,77.0,0,45748781.12,7.0,0,0.0083091894161169
Conut - Tyre,Hot and Cold Drinks,Hot and Cold Drinks,WILD BERRIES,3.0,1251486.47,5505805539.98,417162.1566666667,0.0002273030641769,77.0,0,45748781.12,7.0,0,0.0083091894161169
Conut - Tyre,Hot and Cold Drinks,Hot and Cold Drinks,WILD BERRIES PASSION,3.0,1251486.47,5505805539.98,417162.1566666667,0.0002273030641769,77.0,0,45748781.12,7.0,0,0.0083091894161169
Conut - Tyre,Hot and Cold Drinks,TEA FLAVORS,PEACH ICED TEA,29.0,12097702.54,5505805539.98,417162.1565517241,0.0021972629531053,36.0,0,16269324.11,9.0,0,0.0029549398343006
Conut - Tyre,Hot and Cold Drinks,TEA FLAVORS,RASPBERRY ICED TEA,10.0,4171621.57,5505805539.98,417162.157,0.0007576768811953,51.0,0,16269324.11,9.0,0,0.0029549398343006
Conut - Tyre,Conuts,Conuts,NO CINNAMON,9.0,0.0,5505805539.98,0.0,0.0,113.0,0,0.0,24.0,0,0.0
Conut - Tyre,Extras and Sides,Extras and Sides,ADD ICE CREAM,183.0,87246485.32,5505805539.98,476756.7503825136,0.0158462707566524,19.0,0,87246485.32,3.0,1,0.0158462707566524
Conut - Tyre,Delivery Service,Delivery,DELIVERY CHARGE,83.0,19785405.14,5505805539.98,238378.3751807229,0.0035935532042186,32.0,0,19785405.14,8.0,0,0.0035935532042186
Conut - Tyre,Delivery Service,Delivery,SEND CUTLERY,2.0,0.0,5505805539.98,0.0,0.0,113.0,0,19785405.14,8.0,0,0.0035935532042186
Conut - Tyre,Delivery Service,Delivery,DONT SEND CUTLERY,3.0,0.0,5505805539.98,0.0,0.0,113.0,0,19785405.14,8.0,0,0.0035935532042186
Conut - Tyre,Delivery Service,Delivery,TAKE AWAY,20.0,0.0,5505805539.98,0.0,0.0,113.0,0,19785405.14,8.0,0,0.0035935532042186
Conut - Tyre,Free Conut Spreads,Free Conut Spreads,NUTELLA SPREAD CONUT.,1271.0,0.0,5505805539.98,0.0,0.0,113.0,0,121837.83,23.0,0,2.212897442804393e-05
Conut - Tyre,Free Conut Spreads,Free Conut Spreads,LOTUS SPREAD CONUT.,17.0,0.0,5505805539.98,0.0,0.0,113.0,0,121837.83,23.0,0,2.212897442804393e-05
Conut - Tyre,Free Conut Spreads,Free Conut Spreads,WHITE CHOCOLATE SPREAD CONUT.,399.0,0.0,5505805539.98,0.0,0.0,113.0,0,121837.83,23.0,0,2.212897442804393e-05
Conut - Tyre,Free Conut Spreads,Free Conut Spreads,[NO SPREAD],1.0,0.0,5505805539.98,0.0,0.0,113.0,0,121837.83,23.0,0,2.212897442804393e-05
Conut - Tyre,Free Conut Spreads,Free Conut Spreads,PISTACHIO SPREAD CONUT.,4.0,121837.83,5505805539.98,30459.4575,2.212897442804393e-05,107.0,0,121837.83,23.0,0,2.212897442804393e-05
Conut - Tyre,Free Conut Spreads,Free Conut Spreads,NO SPREAD.,18.0,0.0,5505805539.98,0.0,0.0,113.0,0,121837.83,23.0,0,2.212897442804393e-05
Conut - Tyre,Free Chimney Cake Spreads,Free Chimney Cake Spreads,NUTELLA SPREAD CHIMNEY.,1080.0,0.0,5505805539.98,0.0,0.0,113.0,0,655540.53,19.0,0,0.000119063509461
Conut - Tyre,Free Chimney Cake Spreads,Free Chimney Cake Spreads,LOTUS SPREAD CHIMNEY.,43.0,0.0,5505805539.98,0.0,0.0,113.0,0,655540.53,19.0,0,0.000119063509461
Conut - Tyre,Free Chimney Cake Spreads,Free Chimney Cake Spreads,WHITE CHOCOLATE SPREAD CHIMNEY.,222.0,0.0,5505805539.98,0.0,0.0,113.0,0,655540.53,19.0,0,0.000119063509461
Conut - Tyre,Free Chimney Cake Spreads,Free Chimney Cake Spreads,PISTACHIO SPREAD CHIMNEY.,11.0,655540.53,5505805539.98,59594.59363636364,0.000119063509461,88.0,0,655540.53,19.0,0,0.000119063509461
Conut - Tyre,Free Chimney Cake Spreads,Free Chimney Cake Spreads,NO SPREAD,32.0,0.0,5505805539.98,0.0,0.0,113.0,0,655540.53,19.0,0,0.000119063509461
Conut - Tyre,ITEMS,ITEMS,CLASSIC CHIMNEY,301.0,179379731.76,5505805539.98,595945.9526910299,0.0325801066633115,9.0,1,5007388142.24,1.0,1,0.9094742097008732
Conut - Tyre,ITEMS,ITEMS,MINI THE ONE,254.0,128832920.78,5505805539.98,507216.2235433071,0.0233994680423217,12.0,0,5007388142.24,1.0,1,0.9094742097008732
Conut - Tyre,ITEMS,ITEMS,MINI THE ORIGINAL,184.0,87723242.07,5505805539.98,476756.75038043474,0.0159328624000619,18.0,0,5007388142.24,1.0,1,0.9094742097008732
Conut - Tyre,ITEMS,ITEMS,CONUT THE ORIGINAL,380.0,328617838.79,5505805539.98,864783.7862894738,0.0596856965622497,5.0,1,5007388142.24,1.0,1,0.9094742097008732
Conut - Tyre,ITEMS,ITEMS,CHIMNEY THE ORIGINAL,140.0,166864864.7,5505805539.98,1191891.8907142857,0.0303070755929033,10.0,1,5007388142.24,1.0,1,0.9094742097008732
Conut - Tyre,ITEMS,ITEMS,CONUT THE ONE,680.0,607864866.76,5505805539.98,893918.9217058823,0.1104043472560071,2.0,1,5007388142.24,1.0,1,0.9094742097008732
Conut - Tyre,ITEMS,ITEMS,CHIMNEY THE ONE,635.0,794693917.66,5505805539.98,1251486.484503937,0.1443374474251567,1.0,1,5007388142.24,1.0,1,0.9094742097008732
Conut - Tyre,ITEMS,ITEMS,MINI PISTACHIO,134.0,83938325.09,5505805539.98,626405.411119403,0.0152454213067439,20.0,0,5007388142.24,1.0,1,0.9094742097008732
Conut - Tyre,ITEMS,ITEMS,CONUT PISTACHIO,326.0,330273243.63,5505805539.98,1013108.1092944784,0.0599863618923235,4.0,1,5007388142.24,1.0,1,0.9094742097008732
Conut - Tyre,ITEMS,ITEMS,CHIMNEY PISTACHIO,227.0,324671350.36,5505805539.98,1430270.2659030838,0.0589689098175413,6.0,1,5007388142.24,1.0,1,0.9094742097008732
Conut - Tyre,ITEMS,ITEMS,MINI BOSTON CHEESECAKE,61.0,32717432.0,5505805539.98,536351.344262295,0.0059423515346527,27.0,0,5007388142.24,1.0,1,0.9094742097008732
Conut - Tyre,ITEMS,ITEMS,CONUT BOSTON CHEESECAKE,121.0,111849783.99,5505805539.98,924378.3800826446,0.020314880933918,13.0,0,5007388142.24,1.0,1,0.9094742097008732
Conut - Tyre,ITEMS,ITEMS,CHIMNEY BOSTON CHEESECAKE,60.0,78664864.7,5505805539.98,1311081.0783333334,0.0142876213351127,21.0,0,5007388142.24,1.0,1,0.9094742097008732
Conut - Tyre,ITEMS,ITEMS,MINI BERRY MIX,102.0,51736054.8,5505805539.98,507216.2235294117,0.0093966367726434,25.0,0,5007388142.24,1.0,1,0.9094742097008732
Conut - Tyre,ITEMS,ITEMS,CONUT BERRY MIX,228.0,203813514.15,5505805539.98,893918.9217105263,0.0370179281977947,8.0,1,5007388142.24,1.0,1,0.9094742097008732
Conut - Tyre,ITEMS,ITEMS,CHIMNEY BERRY MIX,86.0,107627837.67,5505805539.98,1251486.4845348836,0.0195480637462526,15.0,0,5007388142.24,1.0,1,0.9094742097008732
Conut - Tyre,ITEMS,ITEMS,ICE CREAM BOWL,266.0,158521623.42,5505805539.98,595945.9527067669,0.0287917221683379,11.0,0,5007388142.24,1.0,1,0.9094742097008732
Conut - Tyre,ITEMS,ITEMS,CONUT BITES,114.0,74731622.3,5505805539.98,655540.546491228,0.0135732404200151,22.0,0,5007388142.24,1.0,1,0.9094742097008732
Conut - Tyre,ITEMS,ITEMS,CINNAMON SUGAR RINGS,22.0,9177567.45,5505805539.98,417162.1568181818,0.0016668891379032,40.0,0,5007388142.24,1.0,1,0.9094742097008732
Conut - Tyre,ITEMS,ITEMS,CHOCOLATE CHIPS RINGS,5.0,2383783.75,5505805539.98,476756.75,0.0004329582170475,63.0,0,5007388142.24,1.0,1,0.9094742097008732
Conut - Tyre,ITEMS,ITEMS,CONUT TRIPLE CHOCOLATE,422.0,390087676.4,5505805539.98,924378.3800947866,0.0708502459026943,3.0,1,5007388142.24,1.0,1,0.9094742097008732
Conut - Tyre,ITEMS,ITEMS,MINI TRIPLE CHOCOLATE,169.0,90643377.17,5505805539.98,536351.3442011834,0.0164632362170802,16.0,0,5007388142.24,1.0,1,0.9094742097008732
Conut - Tyre,ITEMS,ITEMS,CHIMNEY TRIPLE CHOCOLATE,225.0,294993242.62,5505805539.98,1311081.078311111,0.0535785800057645,7.0,1,5007388142.24,1.0,1,0.9094742097008732
Conut - Tyre,ITEMS,ITEMS,CHIMNEY COMBO.,18.0,70798378.86,5505805539.98,3933243.27,0.0128588593160261,23.0,0,5007388142.24,1.0,1,0.9094742097008732
Conut - Tyre,ITEMS,ITEMS,CONUT COMBO,33.0,90464594.36,5505805539.98,2741351.344242424,0.0164307645272064,17.0,0,5007388142.24,1.0,1,0.9094742097008732
Conut - Tyre,ITEMS,ITEMS,THE SHARING BOX.,66.0,110130811.28,5505805539.98,1668648.6557575758,0.0200026699962963,14.0,0,5007388142.24,1.0,1,0.9094742097008732
Conut - Tyre,ITEMS,ITEMS,THE ONE CONUT,33.0,0.0,5505805539.98,0.0,0.0,113.0,0,5007388142.24,1.0,1,0.9094742097008732
Conut - Tyre,ITEMS,ITEMS,THE ONE MINI,66.0,0.0,5505805539.98,0.0,0.0,113.0,0,5007388142.24,1.0,1,0.9094742097008732
Conut - Tyre,ITEMS,ITEMS,THE ONE CHIMNEY,18.0,0.0,5505805539.98,0.0,0.0,113.0,0,5007388142.24,1.0,1,0.9094742097008732
Conut - Tyre,ITEMS,ITEMS,PISTACHIO CONUT,33.0,0.0,5505805539.98,0.0,0.0,113.0,0,5007388142.24,1.0,1,0.9094742097008732
Conut - Tyre,ITEMS,ITEMS,PISTACHIO MINI,66.0,0.0,5505805539.98,0.0,0.0,113.0,0,5007388142.24,1.0,1,0.9094742097008732
Conut - Tyre,ITEMS,ITEMS,PISTACHIO CHIMNEY,18.0,0.0,5505805539.98,0.0,0.0,113.0,0,5007388142.24,1.0,1,0.9094742097008732
Conut - Tyre,ITEMS,ITEMS,TRIPLE CHOCOLATE CONUT,33.0,0.0,5505805539.98,0.0,0.0,113.0,0,5007388142.24,1.0,1,0.9094742097008732
Conut - Tyre,ITEMS,ITEMS,TRIPLE CHOCOLATE MINI,66.0,0.0,5505805539.98,0.0,0.0,113.0,0,5007388142.24,1.0,1,0.9094742097008732
Conut - Tyre,ITEMS,ITEMS,TRIPLE CHOCOLATE CHIMNEY,18.0,0.0,5505805539.98,0.0,0.0,113.0,0,5007388142.24,1.0,1,0.9094742097008732
Conut - Tyre,ITEMS,ITEMS,BOSTON CHEESECAKE CONUT,33.0,0.0,5505805539.98,0.0,0.0,113.0,0,5007388142.24,1.0,1,0.9094742097008732
Conut - Tyre,ITEMS,ITEMS,BOSTON CHEESECAKE MINI,66.0,0.0,5505805539.98,0.0,0.0,113.0,0,5007388142.24,1.0,1,0.9094742097008732
Conut - Tyre,ITEMS,ITEMS,BOSTON CHEESECAKE CHIMNEY,18.0,0.0,5505805539.98,0.0,0.0,113.0,0,5007388142.24,1.0,1,0.9094742097008732
Conut - Tyre,ITEMS,ITEMS,TIRAMISU MINI CONUT,14.0,8343243.34,5505805539.98,595945.9528571429,0.0015153537987159,42.0,0,5007388142.24,1.0,1,0.9094742097008732
Conut - Tyre,ITEMS,ITEMS,TIRAMISU CONUT,33.0,31465946.01,5505805539.98,953513.5154545456,0.0057150485576565,28.0,0,5007388142.24,1.0,1,0.9094742097008732
Conut - Tyre,ITEMS,ITEMS,TIRAMISU CHIMNEY,43.0,56376486.37,5505805539.98,1311081.078372093,0.0102394619571334,24.0,0,5007388142.24,1.0,1,0.9094742097008732
Conut - Tyre,EXTRA MINI SPREAD,EXTRA MINI SPREAD,NUTELLA SPREAD MINI,6.0,357567.56,5505805539.98,59594.59333333333,6.494373210305914e-05,97.0,0,357567.56,21.0,0,6.494373210305914e-05
Conut - Tyre,EXTRA MINI SPREAD,EXTRA MINI SPREAD,"NO SPREAD,.",129.0,0.0,5505805539.98,0.0,0.0,113.0,0,357567.56,21.0,0,6.494373210305914e-05
Conut - Tyre,EXTRA CONUT SPREAD,EXTRA CONUT SPREAD,NUTELLA SPREAD CONUT,16.0,1440864.84,5505805539.98,90054.0525,0.0002616991881637,75.0,0,2010324.29,17.0,0,0.0003651280953172
Conut - Tyre,EXTRA CONUT SPREAD,EXTRA CONUT SPREAD,LOTUS SPREAD CONUT,3.0,270162.16,5505805539.98,90054.05333333333,4.9068598234761e-05,100.0,0,2010324.29,17.0,0,0.0003651280953172
Conut - Tyre,EXTRA CONUT SPREAD,EXTRA CONUT SPREAD,WHITE CHOCOLATE SPREAD CONUT,2.0,180108.1,5505805539.98,90054.05,3.2712397612330906e-05,105.0,0,2010324.29,17.0,0,0.0003651280953172
Conut - Tyre,EXTRA CONUT SPREAD,EXTRA CONUT SPREAD,PISTACHIO SPREAD CONUT,1.0,119189.19,5505805539.98,119189.19,2.1647911306441267e-05,108.0,0,2010324.29,17.0,0,0.0003651280953172
Conut - Tyre,EXTRA CONUT SPREAD,EXTRA CONUT SPREAD,NO SPREAD..,427.0,0.0,5505805539.98,0.0,0.0,113.0,0,2010324.29,17.0,0,0.0003651280953172
Conut - Tyre,EXTRA CHIMNEY SPREAD,EXTRA CHIMNEY SPREAD,NUTELLA SPREAD CHIMNEY,16.0,2860540.5,5505805539.98,178783.78125,0.000519549860457,59.0,0,5661486.41,12.0,0,0.0010282757661689
Conut - Tyre,EXTRA CHIMNEY SPREAD,EXTRA CHIMNEY SPREAD,LOTUS SPREAD CHIMNEY,11.0,1966621.6,5505805539.98,178783.78181818183,0.0003571905301993,65.0,0,5661486.41,12.0,0,0.0010282757661689
Conut - Tyre,EXTRA CHIMNEY SPREAD,EXTRA CHIMNEY SPREAD,WHITE CHOCOLATE SPREAD CHIMNEY,2.0,357567.56,5505805539.98,178783.78,6.494373210305914e-05,97.0,0,5661486.41,12.0,0,0.0010282757661689
Conut - Tyre,EXTRA CHIMNEY SPREAD,EXTRA CHIMNEY SPREAD,PISTACHIO SPREAD CHIMNEY,2.0,476756.75,5505805539.98,238378.375,8.659164340950041e-05,91.0,0,5661486.41,12.0,0,0.0010282757661689
Conut - Tyre,EXTRA CHIMNEY SPREAD,EXTRA CHIMNEY SPREAD,"NO SPREAD,,",271.0,0.0,5505805539.98,0.0,0.0,113.0,0,5661486.41,12.0,0,0.0010282757661689
Conut - Tyre,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,CRUSHED OREO (R),1.0,90054.05,5505805539.98,90054.05,1.6356198806165453e-05,109.0,0,5424432.33,13.0,0,0.0009852204714843
Conut - Tyre,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,BROWNIES (R),8.0,720432.42,5505805539.98,90054.0525,0.0001308495940818,85.0,0,5424432.33,13.0,0,0.0009852204714843
Conut - Tyre,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,CRISPY CREPE (R),1.0,90054.05,5505805539.98,90054.05,1.6356198806165453e-05,109.0,0,5424432.33,13.0,0,0.0009852204714843
Conut - Tyre,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,STRAWBERRIES (R),17.0,1530918.89,5505805539.98,90054.05235294117,0.0002780553869698,74.0,0,5424432.33,13.0,0,0.0009852204714843
Conut - Tyre,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,BLUEBERRIES (P),2.0,238378.38,5505805539.98,119189.19,4.329582261288253e-05,102.0,0,5424432.33,13.0,0,0.0009852204714843
Conut - Tyre,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,RASPBERRIES (P),3.0,357567.56,5505805539.98,119189.18666666666,6.494373210305914e-05,97.0,0,5424432.33,13.0,0,0.0009852204714843
Conut - Tyre,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,SPRINKLES (R),4.0,360216.21,5505805539.98,90054.0525,6.542479704092647e-05,96.0,0,5424432.33,13.0,0,0.0009852204714843
Conut - Tyre,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,DARK CHOCOLATE SAUCE (R),1.0,90054.05,5505805539.98,90054.05,1.6356198806165453e-05,109.0,0,5424432.33,13.0,0,0.0009852204714843
Conut - Tyre,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,CARAMEL SAUCE (R),1.0,90054.05,5505805539.98,90054.05,1.6356198806165453e-05,109.0,0,5424432.33,13.0,0,0.0009852204714843
Conut - Tyre,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,PASSION FRUIT SAUCE (P),2.0,238378.38,5505805539.98,119189.19,4.329582261288253e-05,102.0,0,5424432.33,13.0,0,0.0009852204714843
Conut - Tyre,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,SALTED CARAMEL SAUCE (R),1.0,90054.05,5505805539.98,90054.05,1.6356198806165453e-05,109.0,0,5424432.33,13.0,0,0.0009852204714843
Conut - Tyre,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,NUTELLA SAUCE (R),3.0,270162.16,5505805539.98,90054.05333333333,4.9068598234761e-05,100.0,0,5424432.33,13.0,0,0.0009852204714843
Conut - Tyre,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,PISTACHIO SAUCE (P),1.0,119189.19,5505805539.98,119189.19,2.1647911306441267e-05,108.0,0,5424432.33,13.0,0,0.0009852204714843
