Branch,Customer,Qty,Item,Price
Conut Jnah,Person_0137,1.0,CHIMNEY BOSTON CHEESECAKE,1311081.08
Conut Jnah,Person_0137,1.0,CRUSHED LOTUS .(R),0.0
Conut Jnah,Person_0137,1.0,DELIVERY CHARGE,238378.38
Conut Jnah,Person_0137,1.0,ICE CREAM ON THE SIDE,0.0
Conut Jnah,Person_0137,1.0,"NO SPREAD,,",0.0
Conut Jnah,Person_0137,1.0,"NUTELLA SAUCE,(R)",0.0
Conut Jnah,Person_0137,1.0,NUTELLA SPREAD CHIMNEY.,0.0
Conut Jnah,Person_0137,1.0,"STRAWBERRY,(R)",0.0
Conut Jnah,Person_0137,1.0,"WHIPPED CREAM   ,",0.0
Conut Jnah,Person_0137,1.0,BROWNIES . (R),0.0
Conut Jnah,Person_0137,1.0,CHIMNEY THE ONE,1251486.48
Conut Jnah,Person_0137,1.0,CHIMNEY TRIPLE CHOCOLATE,1311081.08
Conut Jnah,Person_0137,1.0,CONUT BITES,655540.55
Conut Jnah,Person_0137,1.0,CONUT BITES,655540.55
Conut Jnah,Person_0137,1.0,DARK CHOCOLATE DIP.(R),0.0
Conut Jnah,Person_0137,1.0,DELIVERY CHARGE,238378.38
Conut Jnah,Person_0137,1.0,LOTUS DIP.(R),0.0
Conut Jnah,Person_0137,1.0,NO SPREAD,0.0
Conut Jnah,Person_0137,1.0,NO TOPPINGS,0.0
Conut Jnah,Person_0137,1.0,"NUTELLA SAUCE,(R)",0.0
Conut Jnah,Person_0137,1.0,"STRAWBERRY,(R)",0.0
Conut Jnah,Person_0137,1.0,WHITE CHOCOLATE SPREAD CHIMNEY.,0.0
Conut Jnah,Person_0137,1.0,"BROWNIES , (R)",0.0
Conut Jnah,Person_0137,1.0,CHIMNEY BERRY MIX,1251486.48
Conut Jnah,Person_0137,1.0,CONUT THE ONE,893918.92
Conut Jnah,Person_0137,1.0,CONUT TRIPLE CHOCOLATE,924378.38
Conut Jnah,Person_0137,1.0,"CRUSHED LOTUS , (R)",0.0
Conut Jnah,Person_0137,1.0,DELIVERY CHARGE,238378.38
Conut Jnah,Person_0137,1.0,NUTELLA SAUCE . (R),0.0
Conut Jnah,Person_0137,1.0,NUTELLA SAUCE . (R),0.0
Conut Jnah,Person_0137,1.0,"NUTELLA SAUCE,(R)",0.0
Conut Jnah,Person_0137,1.0,NUTELLA SPREAD CHIMNEY.,0.0
Conut Jnah,Person_0137,1.0,NUTELLA SPREAD CONUT.,0.0
Conut Jnah,Person_0137,1.0,"WHIPPED CREAM   ,",0.0
Conut Jnah,Person_0137,1.0,WHITE CHOCOLATE SPREAD CONUT.,0.0
Conut Jnah,Person_0137,1.0,BROWNIES . (R),0.0
Conut Jnah,Person_0137,1.0,BROWNIES . (R),0.0
Conut Jnah,Person_0137,1.0,"CARAMEL SAUCE, (R)",0.0
Conut Jnah,Person_0137,1.0,CHIMNEY THE ONE,1251486.48
Conut Jnah,Person_0137,1.0,CHIMNEY THE ONE,1251486.48
Conut Jnah,Person_0137,1.0,DELIVERY CHARGE,238378.38
Conut Jnah,Person_0137,1.0,"LOTUS SAUCE,(R)",0.0
Conut Jnah,Person_0137,1.0,NUTELLA SPREAD CHIMNEY.,0.0
Conut Jnah,Person_0137,1.0,NUTELLA SPREAD CHIMNEY.,0.0
Conut Jnah,Person_0137,1.0,STRAWBERRY.,178783.78
Conut Jnah,Person_0137,1.0,BROWNIES . (R),0.0
Conut Jnah,Person_0137,1.0,CHIMNEY TRIPLE CHOCOLATE,1311081.08
Conut Jnah,Person_0137,1.0,DELIVERY CHARGE,238378.38
Conut Jnah,Person_0137,1.0,"NUTELLA SAUCE,(R)",0.0
Conut Jnah,Person_0137,1.0,WHITE CHOCOLATE SPREAD CHIMNEY.,0.0
Conut Jnah,Person_0137,1.0,CLASSIC CHIMNEY,595945.95
Conut Jnah,Person_0137,1.0,CLASSIC CHIMNEY,595945.95
Conut Jnah,Person_0137,1.0,DELIVERY CHARGE,238378.38
Conut Jnah,Person_0137,1.0,REGULAR,0.0
Conut Jnah,Person_0137,1.0,REGULAR,0.0
Conut Jnah,Person_0137,1.0,WHITE CHOCOLATE SPREAD CHIMNEY.,0.0
Conut Jnah,Person_0137,1.0,WHITE CHOCOLATE SPREAD CHIMNEY.,0.0
Conut Jnah,Person_0137,1.0,BOSTON CHEESECAKE MINI,0.0
Conut Jnah,Person_0137,1.0,BROWNIES . (R),0.0
Conut Jnah,Person_0137,1.0,BROWNIES . (R),0.0
Conut Jnah,Person_0137,1.0,CHIMNEY THE ONE,1251486.48
Conut Jnah,Person_0137,1.0,CHIMNEY TRIPLE CHOCOLATE,1311081.08
Conut Jnah,Person_0137,1.0,CRUSHED OREO .(R),0.0
Conut Jnah,Person_0137,1.0,DELIVERY CHARGE,238378.38
Conut Jnah,Person_0137,1.0,DELIVERY CHARGE,238378.38
Conut Jnah,Person_0137,1.0,NO SPREAD,0.0
Conut Jnah,Person_0137,1.0,"NUTELLA SAUCE,(R)",0.0
Conut Jnah,Person_0137,1.0,NUTELLA SAUCE.,178783.78
Conut Jnah,Person_0137,1.0,PISTACHIO MINI,0.0
Conut Jnah,Person_0137,1.0,STRAWBERRY.,178783.78
Conut Jnah,Person_0137,1.0,THE ONE MINI,0.0
Conut Jnah,Person_0137,1.0,THE SHARING BOX.,1668648.66
Conut Jnah,Person_0137,1.0,TRIPLE CHOCOLATE MINI,0.0
Conut Jnah,Person_0137,1.0,WHITE CHOCOLATE SPREAD CHIMNEY.,0.0
Conut Jnah,Person_0137,1.0,CONUT BERRY MIX,893918.92
Conut Jnah,Person_0137,1.0,DELIVERY CHARGE,238378.38
Conut Jnah,Person_0137,1.0,NUTELLA SAUCE . (R),0.0
Conut Jnah,Person_0137,1.0,NUTELLA SPREAD CONUT.,0.0
Conut Jnah,Person_0137,1.0,"WHIPPED CREAM  ,",0.0
Conut Jnah,Person_0137,1.0,"CARAMEL SAUCE, (R)",0.0
Conut Jnah,Person_0137,1.0,CHIMNEY THE ONE,1251486.48
Conut Jnah,Person_0137,1.0,DELIVERY CHARGE,238378.38
Conut Jnah,Person_0137,1.0,NUTELLA SPREAD CHIMNEY.,0.0
Conut Jnah,Person_0137,1.0,"STRAWBERRY,(R)",0.0
Conut Jnah,Person_0137,1.0,"CARAMEL SAUCE, (R)",0.0
Conut Jnah,Person_0137,1.0,CHIMNEY THE ONE,1251486.48
Conut Jnah,Person_0137,1.0,DELIVERY CHARGE,238378.38
Conut Jnah,Person_0137,1.0,NUTELLA SPREAD CHIMNEY.,0.0
Conut Jnah,Person_0137,1.0,"STRAWBERRY,(R)",0.0
Conut Jnah,Person_0137,1.0,BROWNIES . (R),0.0
Conut Jnah,Person_0137,1.0,"CARAMEL SAUCE , (R)",0.0
Conut Jnah,Person_0137,1.0,CHIMNEY THE ORIGINAL,1191891.89
Conut Jnah,Person_0137,1.0,CONUT BERRY MIX,893918.92
Conut Jnah,Person_0137,1.0,CONUT THE ONE,893918.92
Conut Jnah,Person_0137,1.0,DELIVERY CHARGE,238378.38
Conut Jnah,Person_0137,1.0,ICE CREAM ON THE SIDE,0.0
Conut Jnah,Person_0137,1.0,NUTELLA SAUCE . (R),0.0
Conut Jnah,Person_0137,1.0,"NUTELLA SAUCE,(R)",0.0
Conut Jnah,Person_0137,1.0,NUTELLA SPREAD CHIMNEY.,0.0
Conut Jnah,Person_0137,1.0,NUTELLA SPREAD CONUT.,0.0
Conut Jnah,Person_0137,1.0,NUTELLA SPREAD CONUT.,0.0
Conut Jnah,Person_0137,1.0,"STRAWBERRY , (R)",0.0
Conut Jnah,Person_0137,1.0,"WHIPPED CREAM  ,",0.0
Conut Jnah,Person_0137,1.0,"CARAMEL SAUCE, (R)",0.0
Conut Jnah,Person_0137,1.0,"CARAMEL SAUCE, (R)",0.0
Conut Jnah,Person_0137,1.0,CHIMNEY THE ONE,1251486.48
Conut Jnah,Person_0137,1.0,CHIMNEY THE ONE,1251486.48
Conut Jnah,Person_0137,1.0,DELIVERY CHARGE,238378.38
Conut Jnah,Person_0137,1.0,LOTUS SPREAD CHIMNEY.,0.0
Conut Jnah,Person_0137,1.0,"STRAWBERRY,(R)",0.0
Conut Jnah,Person_0137,1.0,"STRAWBERRY,(R)",0.0
Conut Jnah,Person_0137,1.0,WHITE CHOCOLATE SPREAD CHIMNEY.,0.0
Conut Jnah,Person_0137,1.0,BROWNIES . (R),0.0
Conut Jnah,Person_0137,1.0,CHIMNEY BOSTON CHEESECAKE,1311081.08
Conut Jnah,Person_0137,1.0,CHIMNEY THE ONE,1251486.48
Conut Jnah,Person_0137,1.0,CHIMNEY THE ORIGINAL,1191891.89
Conut Jnah,Person_0137,1.0,CRUSHED LOTUS .(R),0.0
Conut Jnah,Person_0137,1.0,DELIVERY CHARGE,238378.38
Conut Jnah,Person_0137,1.0,ICE CREAM ON THE SIDE,0.0
Conut Jnah,Person_0137,1.0,"NO SPREAD,,",0.0
Conut Jnah,Person_0137,1.0,NO TOPPINGS,0.0
Conut Jnah,Person_0137,1.0,"NUTELLA SAUCE,(R)",0.0
Conut Jnah,Person_0137,1.0,NUTELLA SPREAD CHIMNEY.,0.0
Conut Jnah,Person_0137,1.0,NUTELLA SPREAD CHIMNEY.,0.0
Conut Jnah,Person_0137,1.0,"STRAWBERRY,(R)",0.0
Conut Jnah,Person_0137,1.0,"STRAWBERRY,(R)",0.0
Conut Jnah,Person_0137,1.0,CHIMNEY BERRY MIX,1251486.48
Conut Jnah,Person_0137,1.0,DELIVERY CHARGE,238378.38
Conut Jnah,Person_0137,1.0,"NUTELLA SAUCE,(R)",0.0
Conut Jnah,Person_0137,1.0,NUTELLA SPREAD CHIMNEY.,0.0
Conut Jnah,Person_0137,1.0,"WHIPPED CREAM   ,",0.0
Conut Jnah,Person_0137,1.0,CHIMNEY THE ONE,1251486.48
Conut Jnah,Person_0137,1.0,CHIMNEY THE ONE,1251486.48
Conut Jnah,Person_0137,1.0,DELIVERY CHARGE,238378.38
Conut Jnah,Person_0137,1.0,LOTUS SPREAD CHIMNEY.,0.0
Conut Jnah,Person_0137,1.0,NO TOPPINGS,0.0
Conut Jnah,Person_0137,1.0,NO TOPPINGS,0.0
Conut Jnah,Person_0137,1.0,NUTELLA SPREAD CHIMNEY.,0.0
Conut Jnah,Person_0137,1.0,"STRAWBERRY,(R)",0.0
Conut Jnah,Person_0137,1.0,"STRAWBERRY,(R)",0.0
Conut Jnah,Person_0137,1.0,"CARAMEL SAUCE, (R)",0.0
Conut Jnah,Person_0137,1.0,CHIMNEY THE ONE,1251486.48
Conut Jnah,Person_0137,1.0,DELIVERY CHARGE,238378.38
Conut Jnah,Person_0137,1.0,NUTELLA SPREAD CHIMNEY.,0.0
Conut Jnah,Person_0137,1.0,"STRAWBERRY,(R)",0.0
Conut Jnah,Person_0137,1.0,CHIMNEY THE ONE,1251486.48
Conut Jnah,Person_0137,1.0,DELIVERY CHARGE,238378.38
Conut Jnah,Person_0137,1.0,NUTELLA SPREAD CHIMNEY.,0.0
Conut Jnah,Person_0137,1.0,"STRAWBERRY,(R)",0.0
Conut Jnah,Person_0137,1.0,"STRAWBERRY,(R)",0.0
Conut Jnah,Person_0137,1.0,BOSTON CHEESECAKE CONUT,0.0
Conut Jnah,Person_0137,1.0,"BROWNIES , (R)",0.0
Conut Jnah,Person_0137,1.0,"CARAMEL SAUCE , (R)",0.0
Conut Jnah,Person_0137,1.0,"CARAMEL SAUCE , (R)",0.0
Conut Jnah,Person_0137,1.0,CONUT COMBO,2741351.34
Conut Jnah,Person_0137,1.0,CONUT THE ONE,893918.92
Conut Jnah,Person_0137,1.0,CONUT THE ONE,893918.92
Conut Jnah,Person_0137,1.0,CONUT TRIPLE CHOCOLATE,924378.38
Conut Jnah,Person_0137,1.0,DELIVERY CHARGE,238378.38
Conut Jnah,Person_0137,1.0,DELIVERY CHARGE,238378.38
Conut Jnah,Person_0137,1.0,NUTELLA SAUCE . (R),0.0
Conut Jnah,Person_0137,1.0,NUTELLA SPREAD CONUT.,0.0
Conut Jnah,Person_0137,1.0,NUTELLA SPREAD CONUT.,0.0
Conut Jnah,Person_0137,1.0,PISTACHIO CONUT,0.0
Conut Jnah,Person_0137,1.0,"STRAWBERRY , (R)",0.0
Conut Jnah,Person_0137,1.0,"STRAWBERRY , (R)",0.0
Conut Jnah,Person_0137,1.0,THE ONE CONUT,0.0
Conut Jnah,Person_0137,1.0,TRIPLE CHOCOLATE CONUT,0.0
Conut Jnah,Person_0137,1.0,WHITE CHOCOLATE SPREAD CONUT.,0.0
Conut Jnah,Person_0137,1.0,"CARAMEL SAUCE, (R)",0.0
Conut Jnah,Person_0137,1.0,CHIMNEY THE ONE,1251486.48
Conut Jnah,Person_0137,1.0,DELIVERY CHARGE,238378.38
Conut Jnah,Person_0137,1.0,NUTELLA SPREAD CHIMNEY.,0.0
Conut Jnah,Person_0137,1.0,"STRAWBERRY,(R)",0.0
Conut Jnah,Person_0137,1.0,CLASSIC CHIMNEY,595945.95
Conut Jnah,Person_0137,1.0,CLASSIC CHIMNEY,595945.95
Conut Jnah,Person_0137,1.0,DELIVERY CHARGE,238378.38
Conut Jnah,Person_0137,1.0,NUTELLA SPREAD CHIMNEY.,0.0
Conut Jnah,Person_0137,1.0,NUTELLA SPREAD CHIMNEY.,0.0
Conut Jnah,Person_0137,1.0,PRESSED,0.0
Conut Jnah,Person_0137,1.0,PRESSED,0.0
Conut Jnah,Person_0137,1.0,CAFFE LATTE,417162.16
Conut Jnah,Person_0137,1.0,"CARAMEL SAUCE  ,(R)",0.0
Conut Jnah,Person_0137,1.0,"CARAMEL SAUCE, (R)",0.0
Conut Jnah,Person_0137,1.0,CHIMNEY THE ONE,1251486.48
Conut Jnah,Person_0137,1.0,DELIVERY CHARGE,238378.38
Conut Jnah,Person_0137,1.0,FULL FAT MILK,0.0
Conut Jnah,Person_0137,1.0,HOT,0.0
Conut Jnah,Person_0137,1.0,MINI THE ONE,507216.22
Conut Jnah,Person_0137,1.0,NUTELLA SPREAD CHIMNEY.,0.0
Conut Jnah,Person_0137,1.0,NUTELLA SPREAD MINI.,0.0
Conut Jnah,Person_0137,1.0,REGULAR.,0.0
Conut Jnah,Person_0137,1.0,STRAWBERRY .(R),0.0
Conut Jnah,Person_0137,1.0,"STRAWBERRY,(R)",0.0
Conut Jnah,Person_0138,1.0,BROWNIES . (R),0.0
Conut Jnah,Person_0138,1.0,"CARAMEL SAUCE, (R)",0.0
Conut Jnah,Person_0138,1.0,CHIMNEY PISTACHIO,1430270.27
Conut Jnah,Person_0138,1.0,CHIMNEY THE ONE,1251486.48
Conut Jnah,Person_0138,1.0,CHIMNEY THE ONE,1251486.48
Conut Jnah,Person_0138,1.0,CHIMNEY THE ONE,1251486.48
Conut Jnah,Person_0138,1.0,CONUT TRIPLE CHOCOLATE,924378.38
Conut Jnah,Person_0138,1.0,HOT,0.0
Conut Jnah,Person_0138,1.0,HOT,0.0
Conut Jnah,Person_0138,1.0,"NO SPREAD,,",0.0
Conut Jnah,Person_0138,1.0,NUTELLA SAUCE . (R),0.0
Conut Jnah,Person_0138,1.0,"NUTELLA SAUCE,(R)",0.0
Conut Jnah,Person_0138,1.0,"NUTELLA SAUCE,(R)",0.0
Conut Jnah,Person_0138,1.0,"NUTELLA SAUCE,(R)",0.0
Conut Jnah,Person_0138,1.0,"NUTELLA SAUCE,(R)",0.0
Conut Jnah,Person_0138,1.0,NUTELLA SPREAD CHIMNEY.,0.0
Conut Jnah,Person_0138,1.0,NUTELLA SPREAD CHIMNEY.,0.0
Conut Jnah,Person_0138,1.0,NUTELLA SPREAD CHIMNEY.,0.0
Conut Jnah,Person_0138,1.0,REGULAR.,0.0
Conut Jnah,Person_0138,1.0,REGULAR.,0.0
Conut Jnah,Person_0138,1.0,SINGLE ESPRESSO,238378.38
Conut Jnah,Person_0138,1.0,SINGLE ESPRESSO,238378.38
Conut Jnah,Person_0138,1.0,"STRAWBERRY , (R)",0.0
Conut Jnah,Person_0138,1.0,"STRAWBERRY,(R)",0.0
Conut Jnah,Person_0138,1.0,"STRAWBERRY,(R)",0.0
Conut Jnah,Person_0138,1.0,WATER,79459.45
Conut Jnah,Person_0138,1.0,WATER,79459.45
Conut Jnah,Person_0138,1.0,WHITE CHOCOLATE SPREAD CONUT.,0.0
Conut Jnah,Person_0139,1.0,[CARAMEL DRESSING],0.0
Conut Jnah,Person_0139,1.0,BROWNIES . (R),0.0
Conut Jnah,Person_0139,1.0,BROWNIES . (R),0.0
Conut Jnah,Person_0139,1.0,"CARAMEL SAUCE, (R)",0.0
Conut Jnah,Person_0139,1.0,CHIMNEY THE ONE,1251486.48
Conut Jnah,Person_0139,1.0,CHIMNEY TRIPLE CHOCOLATE,1311081.08
Conut Jnah,Person_0139,1.0,CHIMNEY TRIPLE CHOCOLATE,1311081.08
Conut Jnah,Person_0139,1.0,FULL FAT MILK,0.0
Conut Jnah,Person_0139,1.0,NO WHIPPED CREAM,0.0
Conut Jnah,Person_0139,1.0,"NUTELLA SAUCE,(R)",0.0
Conut Jnah,Person_0139,1.0,"NUTELLA SAUCE,(R)",0.0
Conut Jnah,Person_0139,1.0,NUTELLA SPREAD CHIMNEY.,0.0
Conut Jnah,Person_0139,1.0,"STRAWBERRY,(R)",0.0
Conut Jnah,Person_0139,1.0,TOFFEE NUT MILKSHAKE,774729.73
Conut Jnah,Person_0139,1.0,WHITE CHOCOLATE SPREAD CHIMNEY.,0.0
Conut Jnah,Person_0139,1.0,WHITE CHOCOLATE SPREAD CHIMNEY.,0.0
Conut Jnah,Person_0140,1.0,CHOCOLATE SAUCE,90054.05
Conut Jnah,Person_0140,1.0,CLASSIC CHIMNEY,595945.95
Conut Jnah,Person_0140,1.0,FULL FAT MILK,0.0
Conut Jnah,Person_0140,1.0,FULL FAT MILK,0.0
Conut Jnah,Person_0140,1.0,HOT MILK,178783.78
Conut Jnah,Person_0140,1.0,HOT MILK,178783.78
Conut Jnah,Person_0140,1.0,NUTELLA SPREAD CHIMNEY.,0.0
Conut Jnah,Person_0140,1.0,PRESSED,0.0
Conut Jnah,Person_0140,1.0,VANILLA SYRUP,90054.05
Conut Jnah,Person_0141,1.0,[NO DRESSING],0.0
Conut Jnah,Person_0141,1.0,BROWNIES . (R),0.0
Conut Jnah,Person_0141,1.0,BROWNIES . (R),0.0
Conut Jnah,Person_0141,1.0,"CARAMEL SAUCE  ,(R)",0.0
Conut Jnah,Person_0141,1.0,"CARAMEL SAUCE, (R)",0.0
Conut Jnah,Person_0141,1.0,"CARAMEL SAUCE, (R)",0.0
Conut Jnah,Person_0141,1.0,CHIMNEY BOSTON CHEESECAKE,1311081.08
Conut Jnah,Person_0141,1.0,CHIMNEY THE ONE,1251486.48
Conut Jnah,Person_0141,1.0,CHIMNEY THE ONE,1251486.48
Conut Jnah,Person_0141,1.0,CHIMNEY THE ONE,1251486.48
Conut Jnah,Person_0141,1.0,CHIMNEY TRIPLE CHOCOLATE,1311081.08
Conut Jnah,Person_0141,1.0,CHIMNEY TRIPLE CHOCOLATE,1311081.08
Conut Jnah,Person_0141,1.0,CLASSIC CHIMNEY,595945.95
Conut Jnah,Person_0141,1.0,CRUSHED LOTUS .(R),0.0
Conut Jnah,Person_0141,1.0,FRUIT LOOPS MILKSHAKE,774729.73
Conut Jnah,Person_0141,1.0,FULL FAT MILK,0.0
Conut Jnah,Person_0141,1.0,MINI THE ONE,507216.22
Conut Jnah,Person_0141,1.0,NO SPREAD,0.0
Conut Jnah,Person_0141,1.0,"NO SPREAD,,",0.0
Conut Jnah,Person_0141,1.0,NO WHIPPED CREAM,0.0
Conut Jnah,Person_0141,1.0,"NUTELLA SAUCE,(R)",0.0
Conut Jnah,Person_0141,1.0,"NUTELLA SAUCE,(R)",0.0
Conut Jnah,Person_0141,1.0,"NUTELLA SAUCE,(R)",0.0
Conut Jnah,Person_0141,1.0,NUTELLA SPREAD CHIMNEY.,0.0
