Branch,Division,Group,Item,Qty,Total_Amount,branch_total_sales,unit_price,item_sales_share_in_branch,item_rank_in_branch,is_top10_item_in_branch,group_total_sales,group_rank_in_branch,is_top3_group_in_branch,group_sales_share_in_branch
Conut - Tyre,Shakes,Shakes,TOFFEE NUT MILKSHAKE,1.0,774729.73,5505805539.98,774729.73,0.0001407114225837359,83.0,0,54171486.62,6.0,0,0.009838975646095337
Conut - Tyre,Hot and Cold Drinks,Hot and Cold Drinks,WATER,473.0,37584321.76,5505805539.98,79459.45403805496,0.006826307519777847,26.0,0,45748781.12,7.0,0,0.00830918941611697
Conut - Tyre,Hot and Cold Drinks,Hot and Cold Drinks,BALKIS LEMONADE,1.0,238378.38,5505805539.98,238378.38,4.3295822612882534e-05,102.0,0,45748781.12,7.0,0,0.00830918941611697
Conut - Tyre,Hot and Cold Drinks,Hot and Cold Drinks,MANGO PASSION,10.0,4171621.57,5505805539.98,417162.157,0.0007576768811953271,51.0,0,45748781.12,7.0,0,0.00830918941611697
Conut - Tyre,Hot and Cold Drinks,Hot and Cold Drinks,MELON PASSION,3.0,1251486.47,5505805539.98,417162.1566666667,0.00022730306417697167,77.0,0,45748781.12,7.0,0,0.00830918941611697
Conut - Tyre,Hot and Cold Drinks,Hot and Cold Drinks,WILD BERRIES,3.0,1251486.47,5505805539.98,417162.1566666667,0.00022730306417697167,77.0,0,45748781.12,7.0,0,0.00830918941611697
Conut - Tyre,Hot and Cold Drinks,Hot and Cold Drinks,WILD BERRIES PASSION,3.0,1251486.47,5505805539.98,417162.1566666667,0.00022730306417697167,77.0,0,45748781.12,7.0,0,0.00830918941611697
Conut - Tyre,Hot and Cold Drinks,TEA FLAVORS,PEACH ICED TEA,29.0,12097702.54,5505805539.98,417162.1565517241,0.0021972629531053045,36.0,0,16269324.11,9.0,0,0.002954939834300632
Conut - Tyre,Hot and Cold Drinks,TEA FLAVORS,RASPBERRY ICED TEA,10.0,4171621.57,5505805539.98,417162.157,0.0007576768811953271,51.0,0,16269324.11,9.0,0,0.002954939834300632
Conut - Tyre,Conuts,Conuts,NO CINNAMON,9.0,0.0,5505805539.98,0.0,0.0,113.0,0,0.0,24.0,0,0.0
Conut - Tyre,Extras and Sides,Extras and Sides,ADD ICE CREAM,183.0,87246485.32,5505805539.98,476756.7503825136,0.015846270756652427,19.0,0,87246485.32,3.0,1,0.015846270756652427
Conut - Tyre,Delivery Service,Delivery,DELIVERY CHARGE,83.0,19785405.14,5505805539.98,238378.3751807229,0.0035935532042186643,32.0,0,19785405.14,8.0,0,0.0035935532042186643
Conut - Tyre,Delivery Service,Delivery,SEND CUTLERY,2.0,0.0,5505805539.98,0.0,0.0,113.0,0,19785405.14,8.0,0,0.0035935532042186643
Conut - Tyre,Delivery Service,Delivery,DONT SEND CUTLERY,3.0,0.0,5505805539.98,0.0,0.0,113.0,0,19785405.14,8.0,0,0.0035935532042186643
Conut - Tyre,Delivery Service,Delivery,TAKE AWAY,20.0,0.0,5505805539.98,0.0,0.0,113.0,0,19785405.14,8.0,0,0.0035935532042186643
Conut - Tyre,Free Conut Spreads,Free Conut Spreads,NUTELLA SPREAD CONUT.,1271.0,0.0,5505805539.98,0.0,0.0,113.0,0,121837.83,23.0,0,2.212897442804393e-05
Conut - Tyre,Free Conut Spreads,Free Conut Spreads,LOTUS SPREAD CONUT.,17.0,0.0,5505805539.98,0.0,0.0,113.0,0,121837.83,23.0,0,2.212897442804393e-05
Conut - Tyre,Free Conut Spreads,Free Conut Spreads,WHITE CHOCOLATE SPREAD CONUT.,399.0,0.0,5505805539.98,0.0,0.0,113.0,0,121837.83,23.0,0,2.212897442804393e-05
Conut - Tyre,Free Conut Spreads,Free Conut Spreads,[NO SPREAD],1.0,0.0,5505805539.98,0.0,0.0,113.0,0,121837.83,23.0,0,2.212897442804393e-05
Conut - Tyre,Free Conut Spreads,Free Conut Spreads,PISTACHIO SPREAD CONUT.,4.0,121837.83,5505805539.98,30459.4575,2.212897442804393e-05,107.0,0,121837.83,23.0,0,2.212897442804393e-05
Conut - Tyre,Free Conut Spreads,Free Conut Spreads,NO SPREAD.,18.0,0.0,5505805539.98,0.0,0.0,113.0,0,121837.83,23.0,0,2.212897442804393e-05
Conut - Tyre,Free Chimney Cake Spreads,Free Chimney Cake Spreads,NUTELLA SPREAD CHIMNEY.,1080.0,0.0,5505805539.98,0.0,0.0,113.0,0,655540.53,19.0,0,0.00011906350946103
Conut - Tyre,Free Chimney Cake Spreads,Free Chimney Cake Spreads,LOTUS SPREAD CHIMNEY.,43.0,0.0,5505805539.98,0.0,0.0,113.0,0,655540.53,19.0,0,0.00011906350946103
Conut - Tyre,Free Chimney Cake Spreads,Free Chimney Cake Spreads,WHITE CHOCOLATE SPREAD CHIMNEY.,222.0,0.0,5505805539.98,0.0,0.0,113.0,0,655540.53,19.0,0,0.00011906350946103
Conut - Tyre,Free Chimney Cake Spreads,Free Chimney Cake Spreads,PISTACHIO SPREAD CHIMNEY.,11.0,655540.53,5505805539.98,59594.593636363636,0.00011906350946103,88.0,0,655540.53,19.0,0,0.00011906350946103
Conut - Tyre,Free Chimney Cake Spreads,Free Chimney Cake Spreads,NO SPREAD,32.0,0.0,5505805539.98,0.0,0.0,113.0,0,655540.53,19.0,0,0.00011906350946103
Conut - Tyre,ITEMS,ITEMS,CLASSIC CHIMNEY,301.0,179379731.76,5505805539.98,595945.9526910299,0.03258010666331154,9.0,1,5007388142.24,1.0,1,0.9094742097008732
Conut - Tyre,ITEMS,ITEMS,MINI THE ONE,254.0,128832920.78,5505805539.98,507216.2235433071,0.023399468042321743,12.0,0,5007388142.24,1.0,1,0.9094742097008732
Conut - Tyre,ITEMS,ITEMS,MINI THE ORIGINAL,184.0,87723242.07,5505805539.98,476756.75038043474,0.015932862400061927,18.0,0,5007388142.24,1.0,1,0.9094742097008732
Conut - Tyre,ITEMS,ITEMS,CONUT THE ORIGINAL,380.0,328617838.79,5505805539.98,864783.7862894738,0.05968569656224977,5.0,1,5007388142.24,1.0,1,0.9094742097008732
Conut - Tyre,ITEMS,ITEMS,CHIMNEY THE ORIGINAL,140.0,166864864.7,5505805539.98,1191891.8907142857,0.030307075592903368,10.0,1,5007388142.24,1.0,1,0.9094742097008732
Conut - Tyre,ITEMS,ITEMS,CONUT THE ONE,680.0,607864866.76,5505805539.98,893918.9217058823,0.11040434725600717,2.0,1,5007388142.24,1.0,1,0.9094742097008732
Conut - Tyre,ITEMS,ITEMS,CHIMNEY THE ONE,635.0,794693917.66,5505805539.98,1251486.484503937,0.14433744742515675,1.0,1,5007388142.24,1.0,1,0.9094742097008732
Conut - Tyre,ITEMS,ITEMS,MINI PISTACHIO,134.0,83938325.09,5505805539.98,626405.411119403,0.015245421306743957,20.0,0,5007388142.24,1.0,1,0.9094742097008732
Conut - Tyre,ITEMS,ITEMS,CONUT PISTACHIO,326.0,330273243.63,5505805539.98,1013108.1092944785,0.05998636189232352,4.0,1,5007388142.24,1.0,1,0.9094742097008732
Conut - Tyre,ITEMS,ITEMS,CHIMNEY PISTACHIO,227.0,324671350.36,5505805539.98,1430270.2659030838,0.058968909817541326,6.0,1,5007388142.24,1.0,1,0.9094742097008732
Conut - Tyre,ITEMS,ITEMS,MINI BOSTON CHEESECAKE,61.0,32717432.0,5505805539.98,536351.344262295,0.005942351534652793,27.0,0,5007388142.24,1.0,1,0.9094742097008732
Conut - Tyre,ITEMS,ITEMS,CONUT BOSTON CHEESECAKE,121.0,111849783.99,5505805539.98,924378.3800826446,0.020314880933918037,13.0,0,5007388142.24,1.0,1,0.9094742097008732
Conut - Tyre,ITEMS,ITEMS,CHIMNEY BOSTON CHEESECAKE,60.0,78664864.7,5505805539.98,1311081.0783333334,0.01428762133511271,21.0,0,5007388142.24,1.0,1,0.9094742097008732
Conut - Tyre,ITEMS,ITEMS,MINI BERRY MIX,102.0,51736054.8,5505805539.98,507216.2235294117,0.009396636772643433,25.0,0,5007388142.24,1.0,1,0.9094742097008732
Conut - Tyre,ITEMS,ITEMS,CONUT BERRY MIX,228.0,203813514.15,5505805539.98,893918.9217105263,0.03701792819779472,8.0,1,5007388142.24,1.0,1,0.9094742097008732
Conut - Tyre,ITEMS,ITEMS,CHIMNEY BERRY MIX,86.0,107627837.67,5505805539.98,1251486.4845348836,0.019548063746252647,15.0,0,5007388142.24,1.0,1,0.9094742097008732
Conut - Tyre,ITEMS,ITEMS,ICE CREAM BOWL,266.0,158521623.42,5505805539.98,595945.9527067669,0.02879172216833794,11.0,0,5007388142.24,1.0,1,0.9094742097008732
Conut - Tyre,ITEMS,ITEMS,CONUT BITES,114.0,74731622.3,5505805539.98,655540.546491228,0.013573240420015174,22.0,0,5007388142.24,1.0,1,0.9094742097008732
Conut - Tyre,ITEMS,ITEMS,CINNAMON SUGAR RINGS,22.0,9177567.45,5505805539.98,417162.1568181818,0.0016668891379032138,40.0,0,5007388142.24,1.0,1,0.9094742097008732
Conut - Tyre,ITEMS,ITEMS,CHOCOLATE CHIPS RINGS,5.0,2383783.75,5505805539.98,476756.75,0.0004329582170475021,63.0,0,5007388142.24,1.0,1,0.9094742097008732
Conut - Tyre,ITEMS,ITEMS,CONUT TRIPLE CHOCOLATE,422.0,390087676.4,5505805539.98,924378.3800947866,0.07085024590269438,3.0,1,5007388142.24,1.0,1,0.9094742097008732
Conut - Tyre,ITEMS,ITEMS,MINI TRIPLE CHOCOLATE,169.0,90643377.17,5505805539.98,536351.3442011834,0.016463236217080283,16.0,0,5007388142.24,1.0,1,0.9094742097008732
Conut - Tyre,ITEMS,ITEMS,CHIMNEY TRIPLE CHOCOLATE,225.0,294993242.62,5505805539.98,1311081.078311111,0.053578580005764535,7.0,1,5007388142.24,1.0,1,0.9094742097008732
Conut - Tyre,ITEMS,ITEMS,CHIMNEY COMBO.,18.0,70798378.86,5505805539.98,3933243.27,0.012858859316026114,23.0,0,5007388142.24,1.0,1,0.9094742097008732
Conut - Tyre,ITEMS,ITEMS,CONUT COMBO,33.0,90464594.36,5505805539.98,2741351.3442424242,0.016430764527206425,17.0,0,5007388142.24,1.0,1,0.9094742097008732
Conut - Tyre,ITEMS,ITEMS,THE SHARING BOX.,66.0,110130811.28,5505805539.98,1668648.6557575758,0.02000266999629632,14.0,0,5007388142.24,1.0,1,0.9094742097008732
Conut - Tyre,ITEMS,ITEMS,THE ONE CONUT,33.0,0.0,5505805539.98,0.0,0.0,113.0,0,5007388142.24,1.0,1,0.9094742097008732
Conut - Tyre,ITEMS,ITEMS,THE ONE MINI,66.0,0.0,5505805539.98,0.0,0.0,113.0,0,5007388142.24,1.0,1,0.9094742097008732
Conut - Tyre,ITEMS,ITEMS,THE ONE CHIMNEY,18.0,0.0,5505805539.98,0.0,0.0,113.0,0,5007388142.24,1.0,1,0.9094742097008732
Conut - Tyre,ITEMS,ITEMS,PISTACHIO CONUT,33.0,0.0,5505805539.98,0.0,0.0,113.0,0,5007388142.24,1.0,1,0.9094742097008732
Conut - Tyre,ITEMS,ITEMS,PISTACHIO MINI,66.0,0.0,5505805539.98,0.0,0.0,113.0,0,5007388142.24,1.0,1,0.9094742097008732
Conut - Tyre,ITEMS,ITEMS,PISTACHIO CHIMNEY,18.0,0.0,5505805539.98,0.0,0.0,113.0,0,5007388142.24,1.0,1,0.9094742097008732
Conut - Tyre,ITEMS,ITEMS,TRIPLE CHOCOLATE CONUT,33.0,0.0,5505805539.98,0.0,0.0,113.0,0,5007388142.24,1.0,1,0.9094742097008732
Conut - Tyre,ITEMS,ITEMS,TRIPLE CHOCOLATE MINI,66.0,0.0,5505805539.98,0.0,0.0,113.0,0,5007388142.24,1.0,1,0.9094742097008732
Conut - Tyre,ITEMS,ITEMS,TRIPLE CHOCOLATE CHIMNEY,18.0,0.0,5505805539.98,0.0,0.0,113.0,0,5007388142.24,1.0,1,0.9094742097008732
Conut - Tyre,ITEMS,ITEMS,BOSTON CHEESECAKE CONUT,33.0,0.0,5505805539.98,0.0,0.0,113.0,0,5007388142.24,1.0,1,0.9094742097008732
Conut - Tyre,ITEMS,ITEMS,BOSTON CHEESECAKE MINI,66.0,0.0,5505805539.98,0.0,0.0,113.0,0,5007388142.24,1.0,1,0.9094742097008732
Conut - Tyre,ITEMS,ITEMS,BOSTON CHEESECAKE CHIMNEY,18.0,0.0,5505805539.98,0.0,0.0,113.0,0,5007388142.24,1.0,1,0.9094742097008732
Conut - Tyre,ITEMS,ITEMS,TIRAMISU MINI CONUT,14.0,8343243.34,5505805539.98,595945.9528571429,0.0015153537987159472,42.0,0,5007388142.24,1.0,1,0.9094742097008732
Conut - Tyre,ITEMS,ITEMS,TIRAMISU CONUT,33.0,31465946.01,5505805539.98,953513.5154545455,0.0057150485576565255,28.0,0,5007388142.24,1.0,1,0.9094742097008732
Conut - Tyre,ITEMS,ITEMS,TIRAMISU CHIMNEY,43.0,56376486.37,5505805539.98,1311081.078372093,0.010239461957133487,24.0,0,5007388142.24,1.0,1,0.9094742097008732
Conut - Tyre,EXTRA MINI SPREAD,EXTRA MINI SPREAD,NUTELLA SPREAD MINI,6.0,357567.56,5505805539.98,59594.59333333333,6.494373210305914e-05,97.0,0,357567.56,21.0,0,6.494373210305914e-05
Conut - Tyre,EXTRA MINI SPREAD,EXTRA MINI SPREAD,"NO SPREAD,.",129.0,0.0,5505805539.98,0.0,0.0,113.0,0,357567.56,21.0,0,6.494373210305914e-05
Conut - Tyre,EXTRA CONUT SPREAD,EXTRA CONUT SPREAD,NUTELLA SPREAD CONUT,16.0,1440864.84,5505805539.98,90054.0525,0.00026169918816370586,75.0,0,2010324.29,17.0,0,0.00036512809531723906
Conut - Tyre,EXTRA CONUT SPREAD,EXTRA CONUT SPREAD,LOTUS SPREAD CONUT,3.0,270162.16,5505805539.98,90054.05333333333,4.9068598234761e-05,100.0,0,2010324.29,17.0,0,0.00036512809531723906
Conut - Tyre,EXTRA CONUT SPREAD,EXTRA CONUT SPREAD,WHITE CHOCOLATE SPREAD CONUT,2.0,180108.1,5505805539.98,90054.05,3.2712397612330906e-05,105.0,0,2010324.29,17.0,0,0.00036512809531723906
Conut - Tyre,EXTRA CONUT SPREAD,EXTRA CONUT SPREAD,PISTACHIO SPREAD CONUT,1.0,119189.19,5505805539.98,119189.19,2.1647911306441267e-05,108.0,0,2010324.29,17.0,0,0.00036512809531723906
Conut - Tyre,EXTRA CONUT SPREAD,EXTRA CONUT SPREAD,NO SPREAD..,427.0,0.0,5505805539.98,0.0,0.0,113.0,0,2010324.29,17.0,0,0.00036512809531723906
Conut - Tyre,EXTRA CHIMNEY SPREAD,EXTRA CHIMNEY SPREAD,NUTELLA SPREAD CHIMNEY,16.0,2860540.5,5505805539.98,178783.78125,0.0005195498604570025,59.0,0,5661486.41,12.0,0,0.0010282757661689167
Conut - Tyre,EXTRA CHIMNEY SPREAD,EXTRA CHIMNEY SPREAD,LOTUS SPREAD CHIMNEY,11.0,1966621.6,5505805539.98,178783.78181818183,0.00035719053019935465,65.0,0,5661486.41,12.0,0,0.0010282757661689167
Conut - Tyre,EXTRA CHIMNEY SPREAD,EXTRA CHIMNEY SPREAD,WHITE CHOCOLATE SPREAD CHIMNEY,2.0,357567.56,5505805539.98,178783.78,6.494373210305914e-05,97.0,0,5661486.41,12.0,0,0.0010282757661689167
Conut - Tyre,EXTRA CHIMNEY SPREAD,EXTRA CHIMNEY SPREAD,PISTACHIO SPREAD CHIMNEY,2.0,476756.75,5505805539.98,238378.375,8.659164340950041e-05,91.0,0,5661486.41,12.0,0,0.0010282757661689167
Conut - Tyre,EXTRA CHIMNEY SPREAD,EXTRA CHIMNEY SPREAD,"NO SPREAD,,",271.0,0.0,5505805539.98,0.0,0.0,113.0,0,5661486.41,12.0,0,0.0010282757661689167
Conut - Tyre,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,CRUSHED OREO (R),1.0,90054.05,5505805539.98,90054.05,1.6356198806165453e-05,109.0,0,5424432.33,13.0,0,0.0009852204714843062
Conut - Tyre,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,BROWNIES (R),8.0,720432.42,5505805539.98,90054.0525,0.00013084959408185293,85.0,0,5424432.33,13.0,0,0.0009852204714843062
Conut - Tyre,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,CRISPY CREPE (R),1.0,90054.05,5505805539.98,90054.05,1.6356198806165453e-05,109.0,0,5424432.33,13.0,0,0.0009852204714843062
Conut - Tyre,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,STRAWBERRIES (R),17.0,1530918.89,5505805539.98,90054.05235294117,0.0002780553869698713,74.0,0,5424432.33,13.0,0,0.0009852204714843062
Conut - Tyre,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,BLUEBERRIES (P),2.0,238378.38,5505805539.98,119189.19,4.3295822612882534e-05,102.0,0,5424432.33,13.0,0,0.0009852204714843062
Conut - Tyre,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,RASPBERRIES (P),3.0,357567.56,5505805539.98,119189.18666666666,6.494373210305914e-05,97.0,0,5424432.33,13.0,0,0.0009852204714843062
Conut - Tyre,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,SPRINKLES (R),4.0,360216.21,5505805539.98,90054.0525,6.542479704092647e-05,96.0,0,5424432.33,13.0,0,0.0009852204714843062
Conut - Tyre,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,DARK CHOCOLATE SAUCE (R),1.0,90054.05,5505805539.98,90054.05,1.6356198806165453e-05,109.0,0,5424432.33,13.0,0,0.0009852204714843062
Conut - Tyre,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,CARAMEL SAUCE (R),1.0,90054.05,5505805539.98,90054.05,1.6356198806165453e-05,109.0,0,5424432.33,13.0,0,0.0009852204714843062
Conut - Tyre,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,PASSION FRUIT SAUCE (P),2.0,238378.38,5505805539.98,119189.19,4.3295822612882534e-05,102.0,0,5424432.33,13.0,0,0.0009852204714843062
Conut - Tyre,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,SALTED CARAMEL SAUCE (R),1.0,90054.05,5505805539.98,90054.05,1.6356198806165453e-05,109.0,0,5424432.33,13.0,0,0.0009852204714843062
Conut - Tyre,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,NUTELLA SAUCE (R),3.0,270162.16,5505805539.98,90054.05333333333,4.9068598234761e-05,100.0,0,5424432.33,13.0,0,0.0009852204714843062
Conut - Tyre,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,PISTACHIO SAUCE (P),1.0,119189.19,5505805539.98,119189.19,2.1647911306441267e-05,108.0,0,5424432.33,13.0,0,0.0009852204714843062
